PROVCN,PROVEN,DISTRICTCN,DISTRICTEN,NAMECN,NAMEEN,AREAID
河南,henan,驻马店,zhumadian,平舆,pingyu,101181607
河南,henan,驻马店,zhumadian,新蔡,xincai,101181608
河南,henan,驻马店,zhumadian,确山,queshan,101181609
河南,henan,驻马店,zhumadian,正阳,zhengyang,101181610
河南,henan,三门峡,sanmenxia,三门峡,sanmenxia,101181701
河南,henan,三门峡,sanmenxia,灵宝,lingbao,101181702
河南,henan,三门峡,sanmenxia,渑池,minchi,101181703
河南,henan,三门峡,sanmenxia,卢氏,lushi,101181704
河南,henan,三门峡,sanmenxia,义马,yima,101181705
河南,henan,三门峡,sanmenxia,陕县,shanxian,101181706
河南,henan,济源,jiyuan,济源,jiyuan,101181801
江苏,jiangsu,南京,nanjing,南京,nanjing,101190101
江苏,jiangsu,南京,nanjing,溧水,lishui,101190102
江苏,jiangsu,南京,nanjing,高淳,gaochun,101190103
江苏,jiangsu,南京,nanjing,江宁,jiangning,101190104
江苏,jiangsu,南京,nanjing,六合,luhe,101190105
江苏,jiangsu,南京,nanjing,江浦,jiangpu,101190106
江苏,jiangsu,南京,nanjing,浦口,pukou,101190107
江苏,jiangsu,无锡,wuxi,无锡,wuxi,101190201
江苏,jiangsu,无锡,wuxi,江阴,jiangyin,101190202
江苏,jiangsu,无锡,wuxi,宜兴,yixing,101190203
江苏,jiangsu,无锡,wuxi,锡山,xishan,101190204
江苏,jiangsu,镇江,zhenjiang,镇江,zhenjiang,101190301
江苏,jiangsu,镇江,zhenjiang,丹阳,danyang,101190302
江苏,jiangsu,镇江,zhenjiang,扬中,yangzhong,101190303
江苏,jiangsu,镇江,zhenjiang,句容,jurong,101190304
江苏,jiangsu,镇江,zhenjiang,丹徒,dantu,101190305
江苏,jiangsu,苏州,suzhou,苏州,suzhou,101190401
江苏,jiangsu,苏州,suzhou,常熟,changshu,101190402
江苏,jiangsu,苏州,suzhou,张家港,zhangjiagang,101190403
江苏,jiangsu,苏州,suzhou,昆山,kunshan,101190404
江苏,jiangsu,苏州,suzhou,吴中,wuzhong,101190405
江苏,jiangsu,苏州,suzhou,吴江,wujiang,101190407
江苏,jiangsu,苏州,suzhou,太仓,taicang,101190408
江苏,jiangsu,南通,nantong,南通,nantong,101190501
江苏,jiangsu,南通,nantong,海安,haian,101190502
江苏,jiangsu,南通,nantong,如皋,rugao,101190503
江苏,jiangsu,南通,nantong,如东,rudong,101190504
江苏,jiangsu,南通,nantong,启东,qidong,101190507
江苏,jiangsu,南通,nantong,海门,haimen,101190508
江苏,jiangsu,南通,nantong,通州,tongzhou,101190509
江苏,jiangsu,扬州,yangzhou,扬州,yangzhou,101190601
江苏,jiangsu,扬州,yangzhou,宝应,baoying,101190602
江苏,jiangsu,扬州,yangzhou,仪征,yizheng,101190603
江苏,jiangsu,扬州,yangzhou,高邮,gaoyou,101190604
江苏,jiangsu,扬州,yangzhou,江都,jiangdu,101190605
江苏,jiangsu,扬州,yangzhou,邗江,hanjiang,101190606
江苏,jiangsu,盐城,yancheng,盐城,yancheng,101190701
江苏,jiangsu,盐城,yancheng,响水,xiangshui,101190702
江苏,jiangsu,盐城,yancheng,滨海,binhai,101190703
江苏,jiangsu,盐城,yancheng,阜宁,funing,101190704
江苏,jiangsu,盐城,yancheng,射阳,sheyang,101190705
江苏,jiangsu,盐城,yancheng,建湖,jianhu,101190706
江苏,jiangsu,盐城,yancheng,东台,dongtai,101190707
江苏,jiangsu,盐城,yancheng,大丰,dafeng,101190708
江苏,jiangsu,盐城,yancheng,盐都,yandu,101190709
江苏,jiangsu,徐州,xuzhou,徐州,xuzhou,101190801
江苏,jiangsu,徐州,xuzhou,铜山,tongshan,101190802
江苏,jiangsu,徐州,xuzhou,丰县,fengxian,101190803
江苏,jiangsu,徐州,xuzhou,沛县,peixian,101190804
江苏,jiangsu,徐州,xuzhou,邳州,peizhou,101190805
江苏,jiangsu,徐州,xuzhou,睢宁,suining,101190806
江苏,jiangsu,徐州,xuzhou,新沂,xinyi,101190807
江苏,jiangsu,淮安,huaian,淮安,huaian,101190901
江苏,jiangsu,淮安,huaian,金湖,jinhu,101190902
江苏,jiangsu,淮安,huaian,盱眙,xuchi,101190903
江苏,jiangsu,淮安,huaian,洪泽,hongze,101190904
江苏,jiangsu,淮安,huaian,涟水,lianshui,101190905
江苏,jiangsu,淮安,huaian,淮阴区,huaiyinqu,101190906
江苏,jiangsu,淮安,huaian,淮安区,huaianqu,101190908
江苏,jiangsu,连云港,lianyungang,连云港,lianyungang,101191001
江苏,jiangsu,连云港,lianyungang,东海,donghai,101191002
江苏,jiangsu,连云港,lianyungang,赣榆,ganyu,101191003
江苏,jiangsu,连云港,lianyungang,灌云,guanyun,101191004
江苏,jiangsu,连云港,lianyungang,灌南,guannan,101191005
江苏,jiangsu,常州,changzhou,常州,changzhou,101191101
江苏,jiangsu,常州,changzhou,溧阳,liyang,101191102
江苏,jiangsu,常州,changzhou,金坛,jintan,101191103
江苏,jiangsu,常州,changzhou,武进,wujin,101191104
江苏,jiangsu,泰州,taizhou,泰州,taizhou,101191201
江苏,jiangsu,泰州,taizhou,兴化,xinghua,101191202
江苏,jiangsu,泰州,taizhou,泰兴,taixing,101191203
江苏,jiangsu,泰州,taizhou,姜堰,jiangyan,101191204
江苏,jiangsu,泰州,taizhou,靖江,jingjiang,101191205
江苏,jiangsu,宿迁,suqian,宿迁,suqian,101191301
江苏,jiangsu,宿迁,suqian,沭阳,shuyang,101191302
江苏,jiangsu,宿迁,suqian,泗阳,siyang,101191303
江苏,jiangsu,宿迁,suqian,泗洪,sihong,101191304
江苏,jiangsu,宿迁,suqian,宿豫,suyu,101191305
湖北,hubei,武汉,wuhan,武汉,wuhan,101200101
湖北,hubei,武汉,wuhan,蔡甸,caidian,101200102
湖北,hubei,武汉,wuhan,黄陂,huangbei,101200103
湖北,hubei,武汉,wuhan,新洲,xinzhou,101200104
湖北,hubei,武汉,wuhan,江夏,jiangxia,101200105
湖北,hubei,武汉,wuhan,东西湖,dongxihu,101200106
湖北,hubei,襄阳,xiangyang,襄阳,xiangyang,101200201
湖北,hubei,襄阳,xiangyang,襄州,xiangzhou,101200202
湖北,hubei,襄阳,xiangyang,保康,baokang,101200203
湖北,hubei,襄阳,xiangyang,南漳,nanzhang,101200204
湖北,hubei,襄阳,xiangyang,宜城,yicheng,101200205
湖北,hubei,襄阳,xiangyang,老河口,laohekou,101200206
湖北,hubei,襄阳,xiangyang,谷城,gucheng,101200207
湖北,hubei,襄阳,xiangyang,枣阳,zaoyang,101200208
湖北,hubei,鄂州,ezhou,鄂州,ezhou,101200301
湖北,hubei,鄂州,ezhou,梁子湖,liangzihu,101200302
湖北,hubei,孝感,xiaogan,孝感,xiaogan,101200401
湖北,hubei,孝感,xiaogan,安陆,anlu,101200402
湖北,hubei,孝感,xiaogan,云梦,yunmeng,101200403
湖北,hubei,孝感,xiaogan,大悟,dawu,101200404
湖北,hubei,孝感,xiaogan,应城,yingcheng,101200405
湖北,hubei,孝感,xiaogan,汉川,hanchuan,101200406
湖北,hubei,孝感,xiaogan,孝昌,xiaochang,101200407
湖北,hubei,黄冈,huanggang,黄冈,huanggang,101200501
湖北,hubei,黄冈,huanggang,红安,hongan,101200502
湖北,hubei,黄冈,huanggang,麻城,macheng,101200503
湖北,hubei,黄冈,huanggang,罗田,luotian,101200504
湖北,hubei,黄冈,huanggang,英山,yingshan,101200505
湖北,hubei,黄冈,huanggang,浠水,xishui,101200506
湖北,hubei,黄冈,huanggang,蕲春,qichun,101200507
湖北,hubei,黄冈,huanggang,黄梅,huangmei,101200508
湖北,hubei,黄冈,huanggang,武穴,wuxue,101200509
湖北,hubei,黄冈,huanggang,团风,tuanfeng,101200510
湖北,hubei,黄石,huangshi,黄石,huangshi,101200601
湖北,hubei,黄石,huangshi,大冶,daye,101200602
湖北,hubei,黄石,huangshi,阳新,yangxin,101200603
湖北,hubei,黄石,huangshi,铁山,tieshan,101200604
湖北,hubei,黄石,huangshi,下陆,xialu,101200605
湖北,hubei,黄石,huangshi,西塞山,xisaishan,101200606
湖北,hubei,咸宁,xianning,咸宁,xianning,101200701
湖北,hubei,咸宁,xianning,赤壁,chibi,101200702
湖北,hubei,咸宁,xianning,嘉鱼,jiayu,101200703
湖北,hubei,咸宁,xianning,崇阳,chongyang,101200704
湖北,hubei,咸宁,xianning,通城,tongcheng,101200705
湖北,hubei,咸宁,xianning,通山,tongshan,101200706
湖北,hubei,荆州,jingzhou,荆州,jingzhou,101200801
湖北,hubei,荆州,jingzhou,江陵,jiangling,101200802
湖北,hubei,荆州,jingzhou,公安,gongan,101200803
湖北,hubei,荆州,jingzhou,石首,shishou,101200804
湖北,hubei,荆州,jingzhou,监利,jianli,101200805
湖北,hubei,荆州,jingzhou,洪湖,honghu,101200806
湖北,hubei,荆州,jingzhou,松滋,songzi,101200807
湖北,hubei,宜昌,yichang,宜昌,yichang,101200901
湖北,hubei,宜昌,yichang,远安,yuanan,101200902
湖北,hubei,宜昌,yichang,秭归,zigui,101200903
湖北,hubei,宜昌,yichang,兴山,xingshan,101200904
湖北,hubei,宜昌,yichang,五峰,wufeng,101200906
湖北,hubei,宜昌,yichang,当阳,dangyang,101200907
湖北,hubei,宜昌,yichang,长阳,changyang,101200908
湖北,hubei,宜昌,yichang,宜都,yidu,101200909
湖北,hubei,宜昌,yichang,枝江,zhijiang,101200910
湖北,hubei,宜昌,yichang,三峡,sanxia,101200911
湖北,hubei,宜昌,yichang,夷陵,yiling,101200912
湖北,hubei,恩施,enshi,恩施,enshi,101201001
湖北,hubei,恩施,enshi,利川,lichuan,101201002
湖北,hubei,恩施,enshi,建始,jianshi,101201003
湖北,hubei,恩施,enshi,咸丰,xianfeng,101201004
湖北,hubei,恩施,enshi,宣恩,xuanen,101201005
湖北,hubei,恩施,enshi,鹤峰,hefeng,101201006
湖北,hubei,恩施,enshi,来凤,laifeng,101201007
湖北,hubei,恩施,enshi,巴东,badong,101201008
湖北,hubei,十堰,shiyan,十堰,shiyan,101201101
湖北,hubei,十堰,shiyan,竹溪,zhuxi,101201102
湖北,hubei,十堰,shiyan,郧西,yunxi,101201103
湖北,hubei,十堰,shiyan,郧县,yunxian,101201104
湖北,hubei,十堰,shiyan,竹山,zhushan,101201105
湖北,hubei,十堰,shiyan,房县,fangxian,101201106
湖北,hubei,十堰,shiyan,丹江口,danjiangkou,101201107
湖北,hubei,十堰,shiyan,茅箭,maojian,101201108
湖北,hubei,十堰,shiyan,张湾,zhangwan,101201109
湖北,hubei,神农架,shennongjia,神农架,shennongjia,101201201
湖北,hubei,随州,suizhou,随州,suizhou,101201301
湖北,hubei,随州,suizhou,广水,guangshui,101201302
湖北,hubei,荆门,jingmen,荆门,jingmen,101201401
湖北,hubei,荆门,jingmen,钟祥,zhongxiang,101201402
湖北,hubei,荆门,jingmen,京山,jingshan,101201403
湖北,hubei,荆门,jingmen,掇刀,duodao,101201404
湖北,hubei,荆门,jingmen,沙洋,shayang,101201405
湖北,hubei,荆州,jingzhou,沙市,shashi,101201406
湖北,hubei,天门,tianmen,天门,tianmen,101201501
湖北,hubei,仙桃,xiantao,仙桃,xiantao,101201601
湖北,hubei,潜江,qianjiang,潜江,qianjiang,101201701
浙江,zhejiang,杭州,hangzhou,杭州,hangzhou,101210101
浙江,zhejiang,杭州,hangzhou,萧山,xiaoshan,101210102
浙江,zhejiang,杭州,hangzhou,桐庐,tonglu,101210103
浙江,zhejiang,杭州,hangzhou,淳安,chunan,101210104
浙江,zhejiang,杭州,hangzhou,建德,jiande,101210105
浙江,zhejiang,杭州,hangzhou,余杭,yuhang,101210106
浙江,zhejiang,杭州,hangzhou,临安,linan,101210107
浙江,zhejiang,杭州,hangzhou,富阳,fuyang,101210108
浙江,zhejiang,湖州,huzhou,湖州,huzhou,101210201
浙江,zhejiang,湖州,huzhou,长兴,changxing,101210202
浙江,zhejiang,湖州,huzhou,安吉,anji,101210203
浙江,zhejiang,湖州,huzhou,德清,deqing,101210204
浙江,zhejiang,嘉兴,jiaxing,嘉兴,jiaxing,101210301
浙江,zhejiang,嘉兴,jiaxing,嘉善,jiashan,101210302
浙江,zhejiang,嘉兴,jiaxing,海宁,haining,101210303
浙江,zhejiang,嘉兴,jiaxing,桐乡,tongxiang,101210304
浙江,zhejiang,嘉兴,jiaxing,平湖,pinghu,101210305
浙江,zhejiang,嘉兴,jiaxing,海盐,haiyan,101210306
浙江,zhejiang,宁波,ningbo,宁波,ningbo,101210401
浙江,zhejiang,宁波,ningbo,慈溪,cixi,101210403
浙江,zhejiang,宁波,ningbo,余姚,yuyao,101210404
浙江,zhejiang,宁波,ningbo,奉化,fenghua,101210405
浙江,zhejiang,宁波,ningbo,象山,xiangshan,101210406
浙江,zhejiang,宁波,ningbo,宁海,ninghai,101210408
浙江,zhejiang,宁波,ningbo,北仑,beilun,101210410
浙江,zhejiang,宁波,ningbo,鄞州,yinzhou,101210411
浙江,zhejiang,宁波,ningbo,镇海,zhenhai,101210412
浙江,zhejiang,绍兴,shaoxing,绍兴,shaoxing,101210501
浙江,zhejiang,绍兴,shaoxing,诸暨,zhuji,101210502
浙江,zhejiang,绍兴,shaoxing,上虞,shangyu,101210503
浙江,zhejiang,绍兴,shaoxing,新昌,xinchang,101210504
浙江,zhejiang,绍兴,shaoxing,嵊州,shengzhou,101210505
浙江,zhejiang,绍兴,shaoxing,柯桥,keqiao,101210506
浙江,zhejiang,台州,taizhou,台州,taizhou,101210601
浙江,zhejiang,台州,taizhou,玉环,yuhuan,101210603
浙江,zhejiang,台州,taizhou,三门,sanmen,101210604
浙江,zhejiang,台州,taizhou,天台,tiantai,101210605
浙江,zhejiang,台州,taizhou,仙居,xianju,101210606
浙江,zhejiang,台州,taizhou,温岭,wenling,101210607
浙江,zhejiang,台州,taizhou,洪家,hongjia,101210609
浙江,zhejiang,台州,taizhou,临海,linhai,101210610
浙江,zhejiang,台州,taizhou,椒江,jiaojiang,101210611
浙江,zhejiang,台州,taizhou,黄岩,huangyan,101210612
浙江,zhejiang,台州,taizhou,路桥,luqiao,101210613
浙江,zhejiang,温州,wenzhou,温州,wenzhou,101210701
浙江,zhejiang,温州,wenzhou,泰顺,taishun,101210702
浙江,zhejiang,温州,wenzhou,文成,wencheng,101210703
浙江,zhejiang,温州,wenzhou,平阳,pingyang,101210704
浙江,zhejiang,温州,wenzhou,瑞安,ruian,101210705
浙江,zhejiang,温州,wenzhou,洞头,dongtou,101210706
浙江,zhejiang,温州,wenzhou,乐清,leqing,101210707
浙江,zhejiang,温州,wenzhou,永嘉,yongjia,101210708
浙江,zhejiang,温州,wenzhou,苍南,cangnan,101210709
浙江,zhejiang,丽水,lishui,丽水,lishui,101210801
浙江,zhejiang,丽水,lishui,遂昌,suichang,101210802
浙江,zhejiang,丽水,lishui,龙泉,longquan,101210803
浙江,zhejiang,丽水,lishui,缙云,jinyun,101210804
浙江,zhejiang,丽水,lishui,青田,qingtian,101210805
浙江,zhejiang,丽水,lishui,云和,yunhe,101210806
浙江,zhejiang,丽水,lishui,庆元,qingyuan,101210807
浙江,zhejiang,丽水,lishui,松阳,songyang,101210808
浙江,zhejiang,丽水,lishui,景宁,jingning,101210809
浙江,zhejiang,金华,jinhua,金华,jinhua,101210901
浙江,zhejiang,金华,jinhua,浦江,pujiang,101210902
浙江,zhejiang,金华,jinhua,兰溪,lanxi,101210903
浙江,zhejiang,金华,jinhua,义乌,yiwu,101210904
浙江,zhejiang,金华,jinhua,东阳,dongyang,101210905
浙江,zhejiang,金华,jinhua,武义,wuyi,101210906
浙江,zhejiang,金华,jinhua,永康,yongkang,101210907
浙江,zhejiang,金华,jinhua,磐安,panan,101210908
浙江,zhejiang,衢州,quzhou,衢州,quzhou,101211001
浙江,zhejiang,衢州,quzhou,常山,changshan,101211002
浙江,zhejiang,衢州,quzhou,开化,kaihua,101211003
浙江,zhejiang,衢州,quzhou,龙游,longyou,101211004
浙江,zhejiang,衢州,quzhou,江山,jiangshan,101211005
浙江,zhejiang,衢州,quzhou,衢江,qujiang,101211006
浙江,zhejiang,舟山,zhoushan,舟山,zhoushan,101211101
浙江,zhejiang,舟山,zhoushan,嵊泗,shengsi,101211102
浙江,zhejiang,舟山,zhoushan,岱山,daishan,101211104
浙江,zhejiang,舟山,zhoushan,普陀,putuo,101211105
浙江,zhejiang,舟山,zhoushan,定海,dinghai,101211106
安徽,anhui,合肥,hefei,合肥,hefei,101220101
安徽,anhui,合肥,hefei,长丰,changfeng,101220102
安徽,anhui,合肥,hefei,肥东,feidong,101220103
安徽,anhui,合肥,hefei,肥西,feixi,101220104
安徽,anhui,合肥,hefei,巢湖,chaohu,101220105
安徽,anhui,合肥,hefei,庐江,lujiang,101220106
安徽,anhui,蚌埠,bangbu,蚌埠,bangbu,101220201
安徽,anhui,蚌埠,bangbu,怀远,huaiyuan,101220202
安徽,anhui,蚌埠,bangbu,固镇,guzhen,101220203
安徽,anhui,蚌埠,bangbu,五河,wuhe,101220204
安徽,anhui,芜湖,wuhu,芜湖,wuhu,101220301
安徽,anhui,芜湖,wuhu,繁昌,fanchang,101220302
安徽,anhui,芜湖,wuhu,芜湖县,wuhuxian,101220303
安徽,anhui,芜湖,wuhu,南陵,nanling,101220304
安徽,anhui,芜湖,wuhu,无为,wuwei,101220305
安徽,anhui,淮南,huainan,淮南,huainan,101220401
安徽,anhui,淮南,huainan,凤台,fengtai,101220402
安徽,anhui,淮南,huainan,潘集,panji,101220403
安徽,anhui,马鞍山,maanshan,马鞍山,maanshan,101220501
安徽,anhui,马鞍山,maanshan,当涂,dangtu,101220502
安徽,anhui,马鞍山,maanshan,含山,hanshan,101220503
安徽,anhui,马鞍山,maanshan,和县,hexian,101220504
安徽,anhui,安庆,anqing,安庆,anqing,101220601
安徽,anhui,安庆,anqing,枞阳,congyang,101220602
安徽,anhui,安庆,anqing,太湖,taihu,101220603
安徽,anhui,安庆,anqing,潜山,qianshan,101220604
安徽,anhui,安庆,anqing,怀宁,huaining,101220605
安徽,anhui,安庆,anqing,宿松,susong,101220606
安徽,anhui,安庆,anqing,望江,wangjiang,101220607
安徽,anhui,安庆,anqing,岳西,yuexi,101220608
安徽,anhui,安庆,anqing,桐城,tongcheng,101220609
安徽,anhui,宿州,suzhou,宿州,suzhou,101220701
安徽,anhui,宿州,suzhou,砀山,dangshan,101220702
安徽,anhui,宿州,suzhou,灵璧,lingbi,101220703
安徽,anhui,宿州,suzhou,泗县,sixian,101220704
安徽,anhui,宿州,suzhou,萧县,xiaoxian,101220705
安徽,anhui,阜阳,fuyang,阜阳,fuyang,101220801
安徽,anhui,阜阳,fuyang,阜南,funan,101220802
安徽,anhui,阜阳,fuyang,颍上,yingshang,101220803
安徽,anhui,阜阳,fuyang,临泉,linquan,101220804
安徽,anhui,阜阳,fuyang,界首,jieshou,101220805
安徽,anhui,阜阳,fuyang,太和,taihe,101220806
安徽,anhui,亳州,bozhou,亳州,bozhou,101220901
安徽,anhui,亳州,bozhou,涡阳,woyang,101220902
安徽,anhui,亳州,bozhou,利辛,lixin,101220903
安徽,anhui,亳州,bozhou,蒙城,mengcheng,101220904
安徽,anhui,黄山,huangshan,黄山,huangshan,101221001
安徽,anhui,黄山,huangshan,黄山区,huangshanqu,101221002
安徽,anhui,黄山,huangshan,屯溪,tunxi,101221003
安徽,anhui,黄山,huangshan,祁门,qimen,101221004
安徽,anhui,黄山,huangshan,黟县,yixian,101221005
安徽,anhui,黄山,huangshan,歙县,shexian,101221006
安徽,anhui,黄山,huangshan,休宁,xiuning,101221007
安徽,anhui,黄山,huangshan,黄山风景区,huangshanfengjingqu,101221008
安徽,anhui,滁州,chuzhou,滁州,chuzhou,101221101
安徽,anhui,滁州,chuzhou,凤阳,fengyang,101221102
安徽,anhui,滁州,chuzhou,明光,mingguang,101221103
安徽,anhui,滁州,chuzhou,定远,dingyuan,101221104
安徽,anhui,滁州,chuzhou,全椒,quanjiao,101221105
安徽,anhui,滁州,chuzhou,来安,laian,101221106
安徽,anhui,滁州,chuzhou,天长,tianchang,101221107
安徽,anhui,淮北,huaibei,淮北,huaibei,101221201
安徽,anhui,淮北,huaibei,濉溪,suixi,101221202
安徽,anhui,铜陵,tongling,铜陵,tongling,101221301
安徽,anhui,宣城,xuancheng,宣城,xuancheng,101221401
安徽,anhui,宣城,xuancheng,泾县,jingxian,101221402
安徽,anhui,宣城,xuancheng,旌德,jingde,101221403
安徽,anhui,宣城,xuancheng,宁国,ningguo,101221404
安徽,anhui,宣城,xuancheng,绩溪,jixi,101221405
安徽,anhui,宣城,xuancheng,广德,guangde,101221406
安徽,anhui,宣城,xuancheng,郎溪,langxi,101221407
安徽,anhui,六安,liuan,六安,liuan,101221501
安徽,anhui,六安,liuan,霍邱,huoqiu,101221502
安徽,anhui,六安,liuan,寿县,shouxian,101221503
安徽,anhui,六安,liuan,金寨,jinzhai,101221505
安徽,anhui,六安,liuan,霍山,huoshan,101221506
安徽,anhui,六安,liuan,舒城,shucheng,101221507
安徽,anhui,池州,chizhou,池州,chizhou,101221701
安徽,anhui,池州,chizhou,东至,dongzhi,101221702
安徽,anhui,池州,chizhou,青阳,qingyang,101221703
安徽,anhui,池州,chizhou,九华山,jiuhuashan,101221704
安徽,anhui,池州,chizhou,石台,shitai,101221705
福建,fujian,福州,fuzhou,福州,fuzhou,101230101
福建,fujian,福州,fuzhou,闽清,minqing,101230102
福建,fujian,福州,fuzhou,闽侯,minhou,101230103
福建,fujian,福州,fuzhou,罗源,luoyuan,101230104
福建,fujian,福州,fuzhou,连江,lianjiang,101230105
福建,fujian,福州,fuzhou,永泰,yongtai,101230107
福建,fujian,福州,fuzhou,平潭,pingtan,101230108
福建,fujian,福州,fuzhou,长乐,changle,101230110
福建,fujian,福州,fuzhou,福清,fuqing,101230111
福建,fujian,厦门,shamen,厦门,shamen,101230201
福建,fujian,厦门,shamen,同安,tongan,101230202
福建,fujian,宁德,ningde,宁德,ningde,101230301
福建,fujian,宁德,ningde,古田,gutian,101230302
福建,fujian,宁德,ningde,霞浦,xiapu,101230303
福建,fujian,宁德,ningde,寿宁,shouning,101230304
福建,fujian,宁德,ningde,周宁,zhouning,101230305
福建,fujian,宁德,ningde,福安,fuan,101230306
福建,fujian,宁德,ningde,柘荣,zherong,101230307
福建,fujian,宁德,ningde,福鼎,fuding,101230308
福建,fujian,宁德,ningde,屏南,pingnan,101230309
福建,fujian,莆田,futian,莆田,futian,101230401
福建,fujian,莆田,futian,仙游,xianyou,101230402
福建,fujian,莆田,futian,秀屿港,xiuyugang,101230403
福建,fujian,莆田,futian,涵江,hanjiang,101230404
福建,fujian,莆田,futian,秀屿,xiuyu,101230405
福建,fujian,莆田,futian,荔城,licheng,101230406
福建,fujian,莆田,futian,城厢,chengxiang,101230407
福建,fujian,泉州,quanzhou,泉州,quanzhou,101230501
福建,fujian,泉州,quanzhou,安溪,anxi,101230502
福建,fujian,泉州,quanzhou,永春,yongchun,101230504
福建,fujian,泉州,quanzhou,德化,dehua,101230505
福建,fujian,泉州,quanzhou,南安,nanan,101230506
福建,fujian,泉州,quanzhou,崇武,chongwu,101230507
福建,fujian,泉州,quanzhou,惠安,huian,101230508
福建,fujian,泉州,quanzhou,晋江,jinjiang,101230509
福建,fujian,泉州,quanzhou,石狮,shishi,101230510
福建,fujian,漳州,zhangzhou,漳州,zhangzhou,101230601
福建,fujian,漳州,zhangzhou,长泰,changtai,101230602
福建,fujian,漳州,zhangzhou,南靖,nanjing,101230603
福建,fujian,漳州,zhangzhou,平和,pinghe,101230604
福建,fujian,漳州,zhangzhou,龙海,longhai,101230605
福建,fujian,漳州,zhangzhou,漳浦,zhangpu,101230606
福建,fujian,漳州,zhangzhou,诏安,zhaoan,101230607
福建,fujian,漳州,zhangzhou,东山,dongshan,101230608
福建,fujian,漳州,zhangzhou,云霄,yunxiao,101230609
福建,fujian,漳州,zhangzhou,华安,huaan,101230610
福建,fujian,龙岩,longyan,龙岩,longyan,101230701
福建,fujian,龙岩,longyan,长汀,changting,101230702
福建,fujian,龙岩,longyan,连城,liancheng,101230703
福建,fujian,龙岩,longyan,武平,wuping,101230704
福建,fujian,龙岩,longyan,上杭,shanghang,101230705
福建,fujian,龙岩,longyan,永定,yongding,101230706
福建,fujian,龙岩,longyan,漳平,zhangping,101230707
福建,fujian,三明,sanming,三明,sanming,101230801
福建,fujian,三明,sanming,宁化,ninghua,101230802
福建,fujian,三明,sanming,清流,qingliu,101230803
福建,fujian,三明,sanming,泰宁,taining,101230804
福建,fujian,三明,sanming,将乐,jiangle,101230805
福建,fujian,三明,sanming,建宁,jianning,101230806
福建,fujian,三明,sanming,明溪,mingxi,101230807
福建,fujian,三明,sanming,沙县,shaxian,101230808
福建,fujian,三明,sanming,尤溪,youxi,101230809
福建,fujian,三明,sanming,永安,yongan,101230810
福建,fujian,三明,sanming,大田,datian,101230811
福建,fujian,南平,nanping,南平,nanping,101230901
福建,fujian,南平,nanping,顺昌,shunchang,101230902
福建,fujian,南平,nanping,光泽,guangze,101230903
福建,fujian,南平,nanping,邵武,shaowu,101230904
福建,fujian,南平,nanping,武夷山,wuyishan,101230905
福建,fujian,南平,nanping,浦城,pucheng,101230906
福建,fujian,南平,nanping,建阳,jianyang,101230907
福建,fujian,南平,nanping,松溪,songxi,101230908
福建,fujian,南平,nanping,政和,zhenghe,101230909
福建,fujian,南平,nanping,建瓯,jianou,101230910
福建,fujian,钓鱼岛,diaoyudao,钓鱼岛,diaoyudao,101231001
江西,jiangxi,南昌,nanchang,南昌,nanchang,101240101
江西,jiangxi,南昌,nanchang,新建,xinjian,101240102
江西,jiangxi,南昌,nanchang,南昌县,nanchangxian,101240103
江西,jiangxi,南昌,nanchang,安义,anyi,101240104
江西,jiangxi,南昌,nanchang,进贤,jinxian,101240105
江西,jiangxi,九江,jiujiang,九江,jiujiang,101240201
江西,jiangxi,九江,jiujiang,瑞昌,ruichang,101240202
江西,jiangxi,九江,jiujiang,庐山,lushan,101240203
江西,jiangxi,九江,jiujiang,武宁,wuning,101240204
江西,jiangxi,九江,jiujiang,德安,dean,101240205
江西,jiangxi,九江,jiujiang,永修,yongxiu,101240206
江西,jiangxi,九江,jiujiang,湖口,hukou,101240207
江西,jiangxi,九江,jiujiang,彭泽,pengze,101240208
江西,jiangxi,九江,jiujiang,星子,xingzi,101240209
江西,jiangxi,九江,jiujiang,都昌,duchang,101240210
江西,jiangxi,九江,jiujiang,修水,xiushui,101240212
江西,jiangxi,上饶,shangrao,上饶,shangrao,101240301
江西,jiangxi,上饶,shangrao,鄱阳,poyang,101240302
江西,jiangxi,上饶,shangrao,婺源,wuyuan,101240303
江西,jiangxi,上饶,shangrao,余干,yugan,101240305
江西,jiangxi,上饶,shangrao,万年,wannian,101240306
江西,jiangxi,上饶,shangrao,德兴,dexing,101240307
江西,jiangxi,上饶,shangrao,上饶县,shangraoxian,101240308
江西,jiangxi,上饶,shangrao,弋阳,yiyang,101240309
江西,jiangxi,上饶,shangrao,横峰,hengfeng,101240310
江西,jiangxi,上饶,shangrao,铅山,yanshan,101240311
江西,jiangxi,上饶,shangrao,玉山,yushan,101240312
江西,jiangxi,上饶,shangrao,广丰,guangfeng,101240313
江西,jiangxi,抚州,fuzhou,抚州,fuzhou,101240401
江西,jiangxi,抚州,fuzhou,广昌,guangchang,101240402
江西,jiangxi,抚州,fuzhou,乐安,lean,101240403
江西,jiangxi,抚州,fuzhou,崇仁,chongren,101240404
江西,jiangxi,抚州,fuzhou,金溪,jinxi,101240405
江西,jiangxi,抚州,fuzhou,资溪,zixi,101240406
江西,jiangxi,抚州,fuzhou,宜黄,yihuang,101240407
江西,jiangxi,抚州,fuzhou,南城,nancheng,101240408
